Language,Name,Profession,Gender,Age,Elimination Date,Elimination Week Number,Contestant Number,Wild Card,Host Name,Broadcasted By,OTT Platform,Average TRP,Most Viewed States,House Location,OTT Season,Number of Evictions Faced,Number of Times Elected as Captain,Number of Re-entries,Walked,Ejected,In Secret-Room,Won Eviction Free Pass,Won Ticket to Finale,Secret Task,Social Media Popularity,Finalist,Winner
Kannada,Anand Malgatti_154,Commoner - Bus Conductor,Male,Young,,6.0,,No,Sudeep,Colors Super,Voot,,Karnataka,Bengaluru,No,4,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Aseem Trivedi_159,Cartoonist,Male,Young,,4.0,9.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Gautam Singh Vig_587,Actor,Male,Middle,,7.0,7.0,No,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,3,2.0,0.0,0.0,0.0,,,,,,0.0,0
Malayalam,Gopika Gopi_775,Commoner,Female,Young,,4.0,18.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Mumbai,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Prince Yawar_164,Model,Male,Young,17-Dec-23,15.0,4.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,19.9,"Telangana, Andhra Pradesh",Hyderabad,No,13,1.0,,,,,,,,7.0,1.0,0
Telugu,Tejaswi Madivada_845,Actress,Female,Young,,6.0,12.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Bengali,Debolina Dutta_382,Actress,Female,Middle,,,14.0,Yes,Jeet,Colors Bangla,,6.5,West Bengal,Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Monal Gajjar_55,Actress,Female,Young,13-Dec-20,14.0,1.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,20.1,"Telangana, Andhra Pradesh",Hyderabad,No,12,0.0,0.0,0.0,0.0,,,,,7.0,0.0,0
Hindi,Rupali Ganguly_155,Soap Actress,Female,Young,,9.0,6.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Gunaratna Sadavarte_920,Lawyer,Male,Old,,2.0,8.0,No,Salman Khan,Colors,JioCinema,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,1,,,1.0,,,,,,,0.0,0
Marathi,Utkarsh Shinde_631,Singer,Male,Middle,,14.0,4.0,No,Mahesh Manjrekar,Colors Marathi,Voot,,Maharashtra,Mumbai,No,7,1.0,0.0,0.0,0.0,,,,,,1.0,0
Marathi,Trupti Desai_497,Activist,Female,Middle,,7.0,6.0,No,Mahesh Manjrekar,Colors Marathi,Voot,,Maharashtra,Mumbai,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Tamil,Mamathi Chari_26,Soap Actress,Female,Middle,,2.0,13.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,8.2,Tamil Nadu,Chennai,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shanthakumaran Sreesanth_54,Sports Person,Male,Middle,30-Dec-18,15.0,17.0,No,Salman Khan,Colors,,4.99,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,7,1.0,1.0,0.0,0.0,1.0,,,Success,7.0,1.0,0
Telugu,Chalaki Chanti_967,Comedian,Male,Middle,9-Oct-22,5.0,5.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,8.4,"Telangana, Andhra Pradesh",Hyderabad,No,3,0.0,0.0,0.0,0.0,,,,Fail,,0.0,0
Hindi,Navjot Singh Sidhu_204,Sports Person,Male,Middle,,,1.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Rubina Dilaik_850,Soap Actress,Female,Middle,,,4.0,No,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,14,1.0,0.0,0.0,0.0,,1.0,1.0,,9.0,1.0,1
Hindi,Poonam Dhillon_62,Actress,Female,Middle,,12.0,4.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,1.0,0
Malayalam,Rishi S Kumar_577,Soap Actor,Male,Middle,,14.0,4.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Chennai,No,10,1.0,0.0,0.0,0.0,,,,,5.0,1.0,0
Tamil,Ranjith_60,Actor,Male,Old,,11.0,9.0,No,Vijay Sethupathi,Star Vijay,Disney+ Hotstar,9.75,Tamil Nadu,Chennai,No,7,1.0,,,,,,,,,0.0,0
Malayalam,Sooraj Thelakkad_559,Comedian,Male,Young,,14.0,14.0,No,Mohanlal,Asianet,Disney+ Hotstar,8.1,Kerala,Mumbai,No,5,2.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Srishty Rode_817,Soap Actress,Female,Young,,10.0,10.0,No,Salman Khan,Colors,,4.99,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,7,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Puneet Issar_235,Actor,Male,Old,3-Jan-15,15.0,14.0,No,Salman Khan,Colors,,3.77,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,7,1.0,1.0,0.0,1.0,,,,,,1.0,0
Telugu,Roll Rida_651,Singer,Male,Young,,15.0,7.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,4,2.0,0.0,0.0,0.0,,,,,5.0,0.0,0
Malayalam,Jaanmoni Das_661,Makeup artist,Transgender,Middle,,6.0,8.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Chennai,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Akhil Sarthak_269,Soap Actor,Male,Young,,12.0,9.0,No,Nagarjuna,,Disney+ Hotstar,,"Telangana, Andhra Pradesh",Hyderabad,Yes,7,2.0,0.0,0.0,0.0,,,,,10.0,1.0,0
Tamil,Ramya Pandian_118,Actress,Female,Middle,17-Jan-21,15.0,13.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,16.6,Tamil Nadu,Chennai,No,8,2.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Tamil,Sathya_751,Soap Actor,Male,Middle,,10.0,4.0,No,Vijay Sethupathi,Star Vijay,Disney+ Hotstar,9.75,Tamil Nadu,Chennai,No,6,2.0,,,,,,,,,0.0,0
Telugu,Abhinaya Shree_887,Actress,Female,Middle,18-Sep-22,2.0,9.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,8.4,"Telangana, Andhra Pradesh",Hyderabad,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Anee_919,Choreographer,Female,Young,21-Nov-21,11.0,5.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,18.2,"Telangana, Andhra Pradesh",Hyderabad,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Marathi,Apurva Nemlekar_869,Soap Actress,Female,Middle,,14.0,8.0,No,Mahesh Manjrekar,Colors Marathi,Voot,,Maharashtra,Mumbai,No,6,1.0,0.0,0.0,0.0,,,1.0,,8.0,1.0,0
Telugu,Amma Rajasekhar_176,Choreographer,Male,Middle,8-Nov-20,9.0,11.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,20.1,"Telangana, Andhra Pradesh",Hyderabad,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Sofia Hayat_663,International Star,Female,Middle,,12.0,20.0,Yes,Salman Khan,Colors,,4.4,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Arshi Khan_906,Actress,Female,Young,,12.0,13.0,No,Salman Khan,Colors,,7.64,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Swetha Changappa_778,Soap Actress,Female,Young,,14.0,,No,Sudeep,Asianet Suvarna,,,Karnataka,Lonavala,No,6,2.0,0.0,0.0,0.0,,,,,,1.0,0
Tamil,Aranthangi Nisha_423,Comedian,Female,Middle,,10.0,12.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,16.6,Tamil Nadu,Chennai,No,4,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Hamida Khatoon_261,Actress,Female,Young,10-Oct-21,5.0,11.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,18.2,"Telangana, Andhra Pradesh",Hyderabad,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Duniya Rashmi_448,Actress,Female,Middle,,3.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Mahek Chahal_653,Actress,Female,Middle,,3.0,7.0,No,Farah Khan,Colors,,2.82,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Malayalam,Resmin Bai_973,Commoner - Teacher,Female,Middle,,10.0,18.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Chennai,No,3,1.0,1.0,0.0,0.0,,,,,,0.0,0
Telugu,Rohini Reddy_949,Soap Actress,Female,Young,8-Dec-24,14.0,19.0,Yes,Nagarjuna,Star Maa,Disney+ Hotstar,15.9,"Telangana, Andhra Pradesh",Hyderabad,No,1,1.0,,,,,,,,,0.0,0
Kannada,Ravi Belagere_93,Journalist,Male,Old,,,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,1.0,0.0,,,,,,0.0,0
Telugu,Rohit Sahni_493,Soap Actor,Male,Middle,18-Dec-22,15.0,11.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,8.4,"Telangana, Andhra Pradesh",Hyderabad,No,9,0.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Kannada,Jashwanth_811,Reality Show Alumni,Male,Young,16-Sep-22,6.0,14.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,1.0,0.0,0.0,0.0,,,,,,1.0,0
Malayalam,Akhil Kutty_824,Comedian,Male,Young,,11.0,8.0,No,Mohanlal,Asianet,Disney+ Hotstar,8.1,Kerala,Mumbai,No,5,3.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Rakhi Sawant_929,Actress,Female,Middle,,11.0,4.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,1.0,0.0,0.0,,,,,,1.0,0
Malayalam,Nadira Mehrin_595,Journalist,Transgender,Young,,14.0,14.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Mumbai,No,5,1.0,0.0,1.0,0.0,,,1.0,,,1.0,0
Hindi,Armaan Kohli_355,Actor,Male,Middle,,14.0,13.0,No,Salman Khan,Colors,,4.4,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,6,1.0,0.0,0.0,0.0,,,,,,0.0,0
Bengali,Apurbo Roy_385,Comedian,Male,Middle,,,3.0,No,Jeet,Colors Bangla,,6.5,West Bengal,Lonavala,No,7,3.0,0.0,0.0,0.0,,,,,,0.0,0
Tamil,GP Muthu_66,Social Media Star,Male,Middle,,2.0,1.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,15.3,Tamil Nadu,Chennai,No,0,1.0,0.0,1.0,0.0,,,,,,0.0,0
Tamil,Nadia Chang_398,Model,Female,Middle,,2.0,10.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,17.9,Tamil Nadu,Chennai,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Rapid Rashmi_486,Radio Jockey,Female,Middle,,14.0,,No,Sudeep,Colors Super,Voot,,Karnataka,Bengaluru,No,11,0.0,0.0,0.0,0.0,,,,,5.0,1.0,0
Telugu,Gangavva_189,Social Media Star,Female,Old,10-Oct-20,5.0,16.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,20.1,"Telangana, Andhra Pradesh",Hyderabad,No,2,1.0,0.0,1.0,0.0,,,,,7.0,0.0,0
Telugu,Nainika Anasuru_436,Choreographer,Female,Young,6-Oct-24,5.0,13.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,15.9,"Telangana, Andhra Pradesh",Hyderabad,No,3,1.0,,,,,,,,,0.0,0
Hindi,Asim Riaz_252,Model,Male,Young,,20.0,5.0,No,Salman Khan,Colors,,9.06,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,10,1.0,0.0,0.0,0.0,,,,,9.0,1.0,0
Telugu,Kaushal Manda_898,Actor,Male,Middle,,,11.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,11,1.0,0.0,0.0,0.0,,,,,10.0,1.0,1
Telugu,Umadevi_372,Actress,Female,Middle,19-Sep-21,2.0,15.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,18.2,"Telangana, Andhra Pradesh",Hyderabad,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Lasya_774,TV Anchor,Female,Middle,22-Nov-20,11.0,3.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,20.1,"Telangana, Andhra Pradesh",Hyderabad,No,6,1.0,0.0,0.0,0.0,,,,,5.0,0.0,0
Kannada,Divya Uruduga_778,Actress,Female,Middle,,14.0,11.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,11,0.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Hindi,Aishwarya Sharma_635,Soap Actress,Female,Middle,,10.0,3.0,No,Salman Khan,Colors,JioCinema,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,3,,,,,,,,,,0.0,0
Hindi,Naina Singh_83,Soap Actress,Female,Young,,5.0,13.0,Yes,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Niveditha Gowda_121,Commoner - Student,Female,Young,,15.0,4.0,No,Sudeep,Colors Super,Voot,,Karnataka,Bengaluru,No,11,1.0,0.0,0.0,0.0,,,,,6.0,1.0,0
Marathi,Anil Thatte_295,Journalist,Male,Old,,4.0,5.0,No,Mahesh Manjrekar,Colors Marathi,,,Maharashtra,Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Bengali,Abhijeet Burman_579,Actor,Male,Old,,12.0,9.0,No,Mithun Chakraborthy,ETV Bangla,,2.9,West Bengal,Lonavala,No,5,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Jad Hadid_507,Model,Male,Middle,,7.0,6.0,No,Salman Khan,,JioCinema,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,Yes,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Marathi,Janhavi Killekar_591,Soap Actress,Female,Young,,10.0,6.0,No,Riteish Deshmukh,Colors Marathi,JioCinema,,Maharashtra,Mumbai,No,3,,,,,,,,,,1.0,0
Malayalam,Anoop Krishnan_209,Soap Actor,Male,Middle,,,9.0,No,Mohanlal,Asianet,Disney+ Hotstar,12.4,Kerala,Chennai,No,7,2.0,0.0,0.0,0.0,,,,,,1.0,0
Malayalam,Alina Padikkal_83,Soap Actress,Female,Young,,,2.0,No,Mohanlal,Asianet,Disney+ Hotstar,11.03,Kerala,Chennai,No,3,0.0,1.0,1.0,0.0,,,,,,0.0,0
Hindi,Siddhartha Dey_226,Writer,Male,Middle,,5.0,2.0,No,Salman Khan,Colors,,9.06,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Tamil,Sri_144,Actor,Male,Young,,,1.0,No,Kamal Haasan,Star Vijay,,7.8,Tamil Nadu,Chennai,No,1,0.0,0.0,1.0,0.0,,,,,,0.0,0
Tamil,Sakshi Agarwal_17,Actress,Female,Young,,7.0,4.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,8.8,Tamil Nadu,Chennai,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Kirrak Seetha_35,Actress,Female,Young,13-Oct-24,6.0,9.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,15.9,"Telangana, Andhra Pradesh",Hyderabad,No,3,1.0,,,,,,,,,0.0,0
Hindi,Paras Chhabra_851,Soap Actor,Male,Young,,20.0,3.0,No,Salman Khan,Colors,,9.06,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,12,0.0,1.0,1.0,0.0,1.0,,,Success,6.0,1.0,0
Hindi,Archana Gautam_253,Actress,Female,Young,,19.0,6.0,No,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,5,1.0,1.0,0.0,1.0,,,,,8.0,1.0,0
Malayalam,Soorya Menon_250,Model,Female,Young,,13.0,6.0,No,Mohanlal,Asianet,Disney+ Hotstar,12.4,Kerala,Chennai,No,8,1.0,0.0,0.0,0.0,,,,,,0.0,0
Tamil,Snehan_429,Lyricist,Male,Middle,,6.0,14.0,No,Kamal Haasan,,Disney+ Hotstar,,Tamil Nadu,Chennai,Yes,5,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shilpa Shinde_339,Soap Actress,Female,Middle,,,17.0,No,Salman Khan,Colors,,7.64,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,10,0.0,0.0,0.0,0.0,,1.0,,,8.0,1.0,1
Telugu,Maanas_40,Soap Actor,Male,Middle,19-Dec-21,15.0,16.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,18.2,"Telangana, Andhra Pradesh",Hyderabad,No,9,1.0,0.0,0.0,0.0,,,,,8.0,1.0,0
Hindi,Laxmi Narayan Tripathi_787,Activist,Transgender,Middle,,6.0,13.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Rakshitha Rai_584,Sports Person,Female,Middle,,1.0,,No,Sudeep,Colors Super,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Aditya Om_279,Actor,Male,Middle,3-Oct-24,5.0,7.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,15.9,"Telangana, Andhra Pradesh",Hyderabad,No,3,,,,,,,,,,0.0,0
Marathi,Resham Tipnis_20,Actress,Female,Middle,,13.0,1.0,No,Mahesh Manjrekar,Colors Marathi,,,Maharashtra,Lonavala,No,7,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Nikki Tamboli_646,Actress,Female,Young,,20.0,2.0,No,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,11,0.0,1.0,0.0,0.0,,1.0,,,7.0,1.0,0
Hindi,Natasa Stankovic_613,Model,Female,Young,,4.0,11.0,No,Salman Khan,Colors,,3.77,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Bengali,Koneenica Banerjee_630,Actress,Female,Middle,14-Sep-13,13.0,5.0,No,Mithun Chakraborthy,ETV Bangla,,2.9,West Bengal,Lonavala,No,6,0.0,0.0,0.0,0.0,,,,,,1.0,0
Telugu,Himaja_62,Actress,Female,Young,22-Sep-19,9.0,5.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,18.1,"Telangana, Andhra Pradesh",Hyderabad,No,6,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Ravi_456,TV Anchor,Male,Middle,28-Nov-21,12.0,19.0,No,Nagarjuna,Star Maa,Disney+ Hotstar,18.2,"Telangana, Andhra Pradesh",Hyderabad,No,9,1.0,0.0,0.0,0.0,,,,,7.0,0.0,0
Malayalam,Jaanmoni Das_602,Makeup artist,Transgender,Middle,,6.0,8.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Chennai,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Bengali,Rudranil Ghosh_780,Actor,Male,Middle,14-Sep-13,13.0,2.0,No,Mithun Chakraborthy,ETV Bangla,,2.9,West Bengal,Lonavala,No,6,0.0,0.0,0.0,0.0,,,,,,1.0,0
Kannada,Deepika Kamaiah_378,Actress,Female,Young,,14.0,,No,Sudeep,Asianet Suvarna,,,Karnataka,Lonavala,No,6,1.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Zeeshan Khan_101,Soap Actor,Male,Young,,3.0,2.0,No,Karan Johar,,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,Yes,1,1.0,0.0,0.0,1.0,,,,,,0.0,0
Hindi,Sana Makbul_503,Actress,Female,Middle,,,4.0,No,Anil Kapoor,,JioCinema,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,Yes,4,,,,,,,,,9.0,1.0,1
Hindi,Renee Dhyani_856,Reality Show Alumni,Female,Young,,10.0,17.0,Yes,Salman Khan,Colors,,3.77,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0
Kannada,Rohith Patel_744,Radio Jockey,Male,Middle,,10.0,,No,Sudeep,Asianet Suvarna,,,Karnataka,Lonavala,No,7,1.0,0.0,0.0,0.0,,,,,,0.0,0
Tamil,Mamathi Chari_215,Soap Actress,Female,Middle,,2.0,13.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,8.2,Tamil Nadu,Chennai,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Malayalam,Sagar Surya_62,Actor,Male,Young,,9.0,5.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Mumbai,No,4,0.0,0.0,0.0,0.0,,,,,,0.0,0
Malayalam,Yamuna Rani_791,Actress,Female,Old,,4.0,3.0,No,Mohanlal,Asianet,Disney+ Hotstar,,Kerala,Chennai,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Mandeep Bevli_836,News Presenter,Female,Middle,,5.0,6.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,2,1.0,0.0,0.0,0.0,,,,,,0.0,0
Tamil,Ponnambalam_394,Actor,Male,Old,,8.0,2.0,No,Kamal Haasan,Star Vijay,Disney+ Hotstar,8.2,Tamil Nadu,Chennai,No,7,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Puneet Issar_532,Actor,Male,Old,3-Jan-15,15.0,14.0,No,Salman Khan,Colors,,3.77,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,7,1.0,1.0,0.0,1.0,,,,,,1.0,0
Hindi,Kritika Malik_402,Social Media Star,Female,Middle,,6.0,13.0,No,Anil Kapoor,,JioCinema,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,Yes,3,,,,,,,,,7.0,1.0,0
Malayalam,Manoj K. Verma_994,Entrepreneur,Male,Middle,,,11.0,No,Mohanlal,Asianet,Disney+ Hotstar,10.33,Kerala,Lonavala,No,0,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Sumbul Touqeer Khan_464,Actress,Female,Young,,18.0,11.0,No,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,11,0.0,0.0,0.0,0.0,,,,,,0.0,0
Marathi,Janhavi Killekar_295,Soap Actress,Female,Young,,10.0,6.0,No,Riteish Deshmukh,Colors Marathi,JioCinema,,Maharashtra,Mumbai,No,3,,,,,,,,,,1.0,0
Hindi,Aly Goni_580,Soap Actor,Male,Young,,20.0,15.0,Yes,Salman Khan,Colors,Voot,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,7,1.0,1.0,0.0,0.0,,,,,,1.0,0
Hindi,Shilpa Sakhlani_168,Actress,Female,Middle,,5.0,5.0,No,Salman Khan,Colors,,4.4,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Marathi,Aastad Kale_689,Actor,Male,Middle,,14.0,3.0,No,Mahesh Manjrekar,Colors Marathi,,,Maharashtra,Lonavala,No,8,1.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Alice Kaushik_849,Soap Actress,Female,Young,,7.0,11.0,No,Salman Khan,Colors,JioCinema,,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Mumbai,No,3,,,,,,,,,,0.0,0
